1.623148148148148839e-01 1.334859677359677144e-01 1.225912698412698343e-01 4.626190476190475409e-02 3.513021793021791073e-01 3.802051467051468236e-01 1.412380952380952737e-01 2.088862433862433976e-01
5.734898989898989941e-01 1.896666481666481885e-01 5.056517556517556994e-02 3.141798941798942119e-02 3.447591575091575322e-01 9.559259259259259012e-02 1.232275132275132377e-02 2.562698412698410921e-01
3.220657768157769163e-01 2.040367687867687962e-01 8.464225589225585211e-02 1.326204906204906664e-01 3.262967772967773072e-01 2.208169515669516636e-01 4.263888888888889284e-02 2.409087301587302388e-01
1.625686628186628346e-01 2.313571428571428723e-01 4.954224479224478284e-02 7.722222222222223202e-03 5.668329448329448850e-01 2.252261904761904410e-01 6.712901912901909907e-02 4.753054353054352726e-02
8.938888888888889273e-02 2.227473544973545549e-01 7.300529100529098980e-02 7.837301587301587213e-03 5.813478835978836967e-01 3.248518518518517806e-01 7.817364117364114517e-02 5.329761904761903812e-02
4.280372775372774941e-01 2.045727513227513228e-01 6.768374218374217932e-02 3.893458393458393979e-02 4.967663540163538283e-01 1.269314574314574229e-01 1.478715728715728622e-02 1.158743386243386159e-01
6.471177248677251193e-01 1.530957190957191183e-01 4.316666666666666569e-02 2.820634920634920717e-02 2.554870962370962006e-01 6.965500240500238638e-02 2.144444444444444653e-02 3.719133366633365911e-01
2.489748677248677100e-01 1.796469456469456660e-01 1.269219576719576859e-01 1.153422688422688219e-01 3.070610500610500004e-01 2.884379509379510487e-01 9.925529100529101312e-02 1.900150312650312756e-01
4.347222222222221766e-02 8.794504569504568714e-02 1.925685425685425695e-02 3.611111111111110945e-03 8.801958874458876148e-01 1.020462962962962739e-01 1.986640211640211887e-02 1.908261183261183644e-02
2.958872701372702307e-01 1.597579365079364877e-01 1.217845302845302763e-01 1.402724682724682259e-01 3.173685666185667165e-01 2.463493265993266235e-01 6.948713323713322232e-02 2.160300162800162516e-01
5.669169164169164388e-01 1.257221204721205576e-01 5.763492063492063611e-02 7.914947089947088621e-02 2.229984552484553240e-01 1.326772486772486714e-01 3.482671957671957391e-02 4.115779960779961111e-01
2.797148037148037836e-01 1.899748677248677686e-01 1.114338624338624129e-01 4.846560846560846181e-02 4.037329244829244157e-01 2.260602453102454057e-01 3.942291967291966515e-02 1.750241702741701932e-01
2.555568783068782324e-01 1.408915343915344287e-01 1.064417989417989485e-01 6.217328042328044285e-02 2.519616402116403031e-01 3.584153439153439091e-01 9.500132275132276705e-02 2.623492063492063875e-01
2.435916305916306090e-01 2.258732563732564202e-01 6.301058201058201691e-02 1.589682539682540224e-02 5.519801587301588208e-01 1.696402116402116467e-01 2.118650793650793049e-02 1.266283068783068677e-01
2.042291967291967880e-01 1.083415103415103220e-01 1.794448051948052403e-01 2.214285714285714468e-02 2.732295574795575166e-01 2.741713564213564824e-01 8.938095238095235262e-02 2.352076719576719765e-01
2.775833333333334596e-01 2.037479557479557890e-01 1.208603896103895431e-01 1.016154401154401171e-01 2.192348484848484769e-01 3.167367724867724554e-01 1.044876142376142264e-01 2.296744829244827812e-01
5.949629629629630267e-01 1.743084045584045727e-01 5.364641839641839938e-02 3.231613756613756216e-02 3.533624338624339334e-01 9.799074074074072549e-02 1.979365079365079383e-02 2.671124338624338290e-01
1.820595238095238655e-01 1.516186868686869027e-01 1.062765752765752469e-01 1.390024420024419394e-01 3.005430125430125221e-01 3.595939153439152158e-01 1.120042087542087172e-01 1.557380952380952588e-01
3.543723036223035971e-01 1.304739057239057143e-01 9.682804232804231859e-02 6.913624338624338450e-02 2.420345950345950403e-01 3.003268398268398309e-01 7.840638990638990058e-02 2.324865689865689977e-01
4.092356902356903414e-01 2.944113756613755406e-01 5.833778258778258424e-02 9.873941798941797410e-02 4.024853294853295571e-01 2.017433862433862524e-01 2.726851851851851138e-02 1.379379509379510260e-01
1.575168350168350273e-01 3.037089947089946507e-01 1.342552910052909609e-01 1.659391534391534140e-02 5.263624338624339760e-01 2.649149831649831865e-01 4.080555555555555325e-02 4.518987493987493970e-02
1.359035594035594152e-01 1.690316257816257828e-01 1.683980278980278800e-01 4.108730158730158899e-02 4.050622895622896791e-01 2.781335978835979827e-01 6.780952380952381953e-02 9.721825396825393983e-02
2.788743386243386357e-01 2.676111111111110774e-01 5.112698412698413186e-02 2.960846560846560824e-02 5.851494708994708915e-01 2.020462962962963349e-01 2.092989417989418038e-02 7.898809523809523225e-02
2.051400913900914835e-01 1.818346560846561266e-01 7.133609908609905847e-02 8.361111111111110827e-03 5.842554112554112500e-01 1.539312169312169187e-01 5.467075517075517532e-02 7.359439634439630951e-02
2.206451418951419496e-01 1.625966810966810727e-01 9.719660894660894779e-02 6.055230880230878798e-02 3.026035353535355132e-01 4.301874699374699795e-01 1.083863636363636418e-01 2.041669071669072189e-01
5.538623876123877077e-01 2.147513227513227763e-01 3.106421356421356153e-02 3.369973544973544483e-02 3.579963924963926458e-01 1.306323768823768883e-01 2.069336219336219071e-02 2.538150923150922500e-01
2.871136548636547547e-01 1.354294131794131495e-01 1.150246235246235177e-01 6.536640211640210030e-02 2.599819624819626473e-01 2.991851851851851651e-01 8.918121693121690285e-02 3.057949735449735362e-01
3.901700336700335003e-01 1.844705387205387570e-01 1.289546657046656830e-01 1.162704425204425240e-01 2.307198172198171859e-01 1.964620009620009489e-01 5.297847522847523583e-02 2.943979076479076307e-01
2.542187904687905342e-01 1.638246753246752896e-01 1.589188311688311817e-01 7.658225108225105715e-02 2.827711640211639232e-01 2.560520128020128960e-01 7.869336219336214855e-02 1.950664983164983601e-01
1.291029341029340805e-01 3.077962962962962346e-01 5.091005291005291228e-02 1.263756613756613842e-02 4.530555555555557112e-01 4.561150793650794455e-01 8.286111111111107985e-02 7.527537277537277305e-02
2.261001221001220918e-01 1.684993987493988155e-01 1.153756613756613120e-01 6.521693121693121487e-02 3.813838383838384360e-01 2.746396103896104335e-01 6.062782587782587773e-02 1.764630832130832661e-01
4.417234247234245736e-01 2.792169312169313078e-01 5.665476190476190221e-02 7.897222222222219368e-02 4.324831649831651359e-01 1.903214285714286413e-01 2.718939393939393684e-02 1.297248677248677429e-01
4.311390091390092105e-01 3.132783790283789616e-01 9.002200577200575315e-02 8.944721019721020572e-02 3.755990860990862101e-01 2.174499759499760043e-01 2.331216931216931187e-02 1.705015632515632928e-01
6.875348725348725543e-01 1.637276334776334719e-01 3.392002442002441803e-02 1.961267436267436284e-02 2.178029100529101092e-01 6.448653198653196694e-02 1.071717171717171541e-02 4.380630665630663723e-01
2.612394179894180213e-01 2.111335978835979232e-01 1.093494468494468214e-01 6.946296296296294859e-02 3.120751563251562555e-01 3.371683501683501727e-01 6.024338624338624465e-02 2.176785714285714712e-01
3.734781144781145756e-01 2.003320105820105557e-01 9.818133718133713328e-02 7.943610093610091460e-02 4.140129870129868883e-01 1.795701058201058797e-01 2.705026455026455015e-02 1.809528619528620041e-01
5.277604617604617632e-01 1.940375180375180086e-01 5.583513708513707791e-02 1.249460076960077076e-01 3.031492303992304738e-01 1.436441798941798798e-01 2.027777777777777651e-02 2.439787064787065640e-01
4.590675805675808463e-01 2.635715488215487623e-01 8.276911976911976998e-02 7.256216931216931398e-02 2.713569023569024630e-01 2.033452380952380789e-01 3.578763828763829175e-02 3.103027898027898579e-01
2.337830687830687662e-02 3.212590187590187718e-02 3.352958152958152721e-02 2.106084656084656129e-02 9.022721260221260309e-01 6.082407407407407901e-02 1.797619047619047894e-02 8.027777777777777776e-03
3.842473544973545319e-01 1.947877585377585652e-01 8.053499278499277880e-02 1.147121212121211958e-01 2.842490379990380012e-01 2.757896825396826124e-01 5.504713804713804587e-02 2.241645021645022051e-01
3.826753246753247240e-01 1.527142857142856913e-01 1.061904761904761962e-01 1.110281200281200142e-01 1.938073130573130798e-01 2.338505291005291975e-01 5.384198209198209212e-02 3.242918377918377337e-01
5.035291005291006039e-01 1.692103174603174776e-01 6.642460317460316399e-02 6.340170940170938851e-02 2.375845358345358704e-01 1.604882154882155132e-01 3.129497354497354222e-02 3.319391534391534782e-01
4.600471380471381488e-01 2.664432419432419819e-01 3.576250601250600958e-02 9.942039442039442287e-02 3.990413660413659747e-01 2.145836940836940709e-01 2.212301587301587075e-02 1.458419701213818920e-01
4.730238095238094576e-01 1.994682539682538780e-01 5.419167869167867968e-02 7.398412698412697164e-02 3.917765752765752230e-01 1.271256613756613363e-01 2.723941798941798692e-02 1.906150793650794040e-01
8.182144059644061995e-01 7.385449735449732545e-02 2.509126984126984136e-02 2.146296296296296494e-02 1.389274891774892051e-01 3.539285714285714257e-02 6.518518518518518108e-03 7.143979446479447049e-01
1.450013227513227421e-01 1.653095238095239061e-01 1.131646224146223983e-01 5.403439153439153209e-02 3.142055074555073491e-01 4.432592592592591862e-01 1.384746272246271670e-01 1.300687830687830560e-01
4.823506493506494741e-01 1.431984126984127415e-01 7.855158730158731673e-02 6.942287342287342677e-02 3.886677489177489120e-01 1.119538239538239860e-01 2.150793650793651063e-02 2.472509620009620823e-01
6.265142912642912565e-01 1.584814814814815009e-01 5.739947089947089465e-02 3.505555555555555508e-02 1.949959114959115003e-01 9.378530728530726224e-02 3.077452177452177223e-02 4.172542735042734097e-01
2.469017556517557055e-01 1.606375661375661346e-01 9.204942279942278371e-02 7.641946941946942129e-02 2.757071539571540053e-01 3.554120971620973735e-01 7.711339586339585606e-02 2.365744348244347706e-01
1.347988400488400740e-01 5.454629629629628718e-02 8.444658119658118856e-02 2.458201058201057998e-02 6.306111111111107892e-01 1.299085266585266463e-01 5.425529100529099397e-02 1.414457671957672080e-01
3.155551948051946720e-01 2.151335978835978713e-01 1.111519961519960992e-01 9.282671957671957685e-02 2.716706349206349236e-01 3.023955026455028006e-01 6.660052910052909059e-02 2.453329725829725694e-01
9.713528138528133848e-02 1.753841991341991147e-01 2.129914622414622594e-01 1.586904761904761943e-02 4.456764069264069206e-01 2.581309616309617194e-01 5.167195767195766759e-02 4.332816257816257677e-02
6.153375420875420998e-01 1.680132275132275310e-01 3.738636363636364118e-02 3.066835016835016761e-02 3.172242664742664919e-01 7.803102453102450653e-02 1.292087542087542139e-02 2.923546176046175615e-01
4.275092130092127962e-01 1.841959706959707121e-01 6.670899470899470385e-02 1.124107004107004065e-01 4.523255355755355644e-01 1.424664132164132624e-01 1.316666666666666680e-02 1.562616180116180031e-01
9.232280443727813868e-01 8.130952380952379335e-03 8.872585255874730903e-01 3.808682058682058644e-03 1.683201058201058004e-02 9.430014430014429030e-03 3.749999999999999861e-03 9.282806637806637617e-01
4.197097162097160883e-01 9.798473748473746081e-02 7.411050986050984890e-02 8.056878306878305362e-02 2.459769119769119605e-01 2.097294464794464408e-01 5.517087542087539820e-02 3.090631313131315117e-01
1.765862193362193744e-01 3.839167499167500108e-01 5.060950160950161009e-02 2.349603174603174735e-02 5.932273929773929089e-01 3.079685407185406842e-01 1.864971139971139877e-02 4.966678691678692165e-02
1.058554131054130903e-01 1.904839234839234841e-01 1.121471861471861620e-01 3.166666666666666588e-03 4.989392736892735436e-01 3.130083157583157805e-01 6.702824027824025310e-02 4.331308506308506612e-02
5.341296296296297319e-01 2.132934472934473469e-01 4.786111111111111122e-02 6.331746031746030012e-02 4.016642246642245784e-01 1.098055555555555174e-01 9.675925925925926360e-03 1.392956738250855364e-01
2.740049857549857748e-01 1.460408850408850823e-01 1.133416305916305766e-01 9.018710918710916291e-02 2.704937469937469530e-01 3.401168276168276550e-01 8.550228475228474623e-02 2.410242905242905576e-01
6.281746031746030523e-01 1.504349446849447269e-01 5.532478632478632363e-02 6.851455026455025021e-02 2.144272486772487163e-01 7.605158730158725899e-02 2.320767195767195826e-02 3.831330521330521544e-01
6.348505291005290818e-01 1.198739778739778689e-01 6.691570466570466447e-02 3.420129870129871158e-02 2.734498556998558039e-01 7.668133718133718357e-02 2.137698412698412972e-02 3.441188071188071573e-01
6.603439153439151499e-02 2.807301587301586632e-01 3.950793650793650580e-02 3.892857142857142350e-03 4.209669312169314059e-01 6.029325396825395700e-01 1.514087301587302148e-01 3.345767195767195695e-02
1.312658730158730302e-01 4.170886243386244252e-01 2.140608465608465766e-02 3.083994708994708747e-02 6.021005291005289140e-01 3.013452380952380549e-01 1.866161616161616035e-02 3.956216931216931243e-02
5.834331409331409146e-01 1.860329485329485222e-01 5.414586339586339309e-02 4.153042328042327869e-02 3.341153198653199485e-01 1.080018037518037516e-01 1.212169312169312195e-02 2.221269841269841450e-01
5.216016206016206302e-01 2.307623857623858077e-01 4.239417989417988003e-02 1.044285714285714400e-01 2.589165464165463226e-01 1.415138287638287029e-01 2.345634920634920642e-02 3.337225829725830040e-01
5.793928571428569319e-01 1.726841029341029399e-01 4.850396825396825762e-02 3.752934102934103039e-02 2.792724867724869497e-01 8.783020683020680008e-02 1.411507936507936690e-02 3.231759259259259220e-01
4.456402116402116143e-01 1.647116402116402534e-01 4.166666666666666435e-02 4.064682539682540341e-02 3.897354497354496017e-01 1.238306878306878606e-01 2.455362230362230155e-02 2.497857142857143331e-01
4.266375661375661488e-01 2.462116402116402147e-01 4.076455026455026026e-02 4.368650793650794006e-02 4.906055796055796558e-01 1.643187830687830864e-01 1.283333333333333548e-02 1.744229196729197295e-01
1.386510341510342192e-01 1.627077922077922456e-01 1.991601731601731762e-01 3.907407407407408051e-02 3.739232804232806018e-01 2.787310004810006347e-01 1.125074555074555144e-01 9.083164983164980499e-02
5.020132645132646676e-01 2.036164021164021121e-01 5.099254449254449206e-02 5.566690716690716328e-02 3.492844747844746633e-01 1.218790191290190922e-01 2.607539682539682449e-02 2.092683982683982979e-01
